district_code,latitude,longitude,month,loss_type_code,drought_score,flood_score,season_code,calamity_verified
6,21.3666,79.66248,3,0,0.2,0.6,2,0
19,21.12767,79.15463,9,6,0.4,0.4,1,0
4,20.04109,75.17778,9,0,0.8,0.2,1,0
2,20.71227,76.81294,8,6,0.6,0.3,1,0
2,20.63818,76.87949,2,5,0.6,0.3,2,1
20,18.96854,77.32987,5,6,0.7,0.3,3,0
26,18.48454,73.74735,12,3,0.4,0.5,2,0
9,20.7489,74.91972,7,3,0.6,0.3,1,1
13,20.85246,75.74772,9,3,0.65,0.35,1,1
17,19.2137,72.80167,2,4,0.1,0.8,2,0
2,20.77469,77.15465,3,0,0.6,0.3,2,1
1,19.02923,74.58461,3,2,0.7,0.2,2,1
22,19.86668,73.8293,9,6,0.5,0.4,1,1
10,20.12257,80.05043,4,8,0.2,0.7,3,0
7,20.42213,76.08122,1,1,0.6,0.25,2,0
16,18.57341,76.5707,3,6,0.8,0.15,2,0
3,20.99886,77.6115,2,5,0.5,0.3,2,1
18,18.92856,73.04767,2,1,0.1,0.75,2,1
23,18.1488,76.20816,6,2,0.85,0.15,1,0
6,21.06738,79.47087,11,2,0.2,0.6,2,1
8,19.95665,79.10737,9,5,0.3,0.5,1,0
3,20.89921,77.77294,2,2,0.5,0.3,2,0
21,21.21394,74.20987,12,0,0.5,0.4,2,1
36,20.50578,78.1895,6,6,0.6,0.35,1,0
12,19.74391,76.95878,8,5,0.7,0.2,1,0
4,19.93961,75.18177,4,4,0.8,0.2,3,0
20,19.08502,77.30971,2,1,0.7,0.3,2,0
32,17.71399,75.93626,5,0,0.9,0.1,3,1
29,16.68821,74.67912,10,6,0.6,0.5,1,0
14,19.74177,75.70891,10,1,0.75,0.2,1,0
7,20.36599,76.09462,7,8,0.6,0.25,1,0
28,16.9161,73.48649,9,2,0.1,0.7,1,0
18,18.99174,72.89929,5,1,0.1,0.75,3,0
26,18.33592,73.95521,9,0,0.4,0.5,1,0
31,16.28627,73.62566,6,0,0.1,0.6,1,1
28,16.97989,73.15401,1,5,0.1,0.7,2,1
9,20.82442,74.6946,8,3,0.6,0.3,1,1
18,18.96088,72.72714,11,1,0.1,0.75,2,0
36,20.57166,78.31619,4,4,0.6,0.35,3,1
14,20.01015,75.90339,9,7,0.75,0.2,1,0
4,20.01847,75.2489,11,7,0.8,0.2,2,0
33,19.13754,73.29713,7,6,0.15,0.7,1,0
32,17.72091,75.97056,11,1,0.9,0.1,2,0
31,16.18832,73.66798,2,0,0.1,0.6,2,0
34,20.85624,78.59604,1,8,0.5,0.35,2,0
5,18.94548,75.77246,12,6,0.85,0.15,2,1
1,19.02524,74.58294,11,1,0.7,0.2,2,0
35,19.91547,77.09205,3,5,0.65,0.25,2,1
33,19.32394,73.2718,1,6,0.15,0.7,2,1
31,16.40154,73.77487,12,8,0.1,0.6,2,0
14,19.87794,76.02023,2,1,0.75,0.2,2,0
12,19.69282,77.16116,9,4,0.7,0.2,1,0
2,20.74562,76.9017,3,8,0.6,0.3,2,0
18,19.17538,73.04719,4,8,0.1,0.75,3,1
2,20.5239,76.98749,12,2,0.6,0.3,2,1
17,19.12982,73.06519,1,0,0.1,0.8,2,0
3,21.12216,77.70126,12,2,0.5,0.3,2,0
5,18.9725,75.77246,10,7,0.85,0.15,1,0
23,18.0185,75.95429,11,8,0.85,0.15,2,1
35,20.07331,77.07387,2,3,0.65,0.25,2,0
13,21.02767,75.56714,5,5,0.65,0.35,3,0
1,19.27041,74.73424,11,7,0.7,0.2,2,0
8,19.81905,79.28243,5,5,0.3,0.5,3,1
14,19.91334,75.9697,10,0,0.75,0.2,1,1
3,20.77915,77.65195,7,1,0.5,0.3,1,1
29,16.86891,74.57653,12,7,0.6,0.5,2,1
1,18.96924,74.55962,11,5,0.7,0.2,2,1
4,20.04013,75.31873,1,4,0.8,0.2,2,1
15,16.57398,74.05557,2,5,0.2,0.7,2,0
6,21.32769,79.47808,10,6,0.2,0.6,1,0
25,19.41465,76.63029,4,8,0.75,0.25,3,1
13,21.16705,75.39124,5,1,0.65,0.35,3,0
16,18.2347,76.40682,11,2,0.8,0.15,2,1
19,21.20864,79.03029,5,8,0.4,0.4,3,0
25,19.30381,76.74841,10,7,0.75,0.25,1,0
6,21.17816,79.53171,11,4,0.2,0.6,2,0
4,19.93022,75.29795,2,8,0.8,0.2,2,1
14,19.97709,75.7834,10,2,0.75,0.2,1,0
25,19.40664,76.62303,7,2,0.75,0.25,1,0
28,16.89703,73.13902,6,2,0.1,0.7,1,1
26,18.62016,73.67927,9,7,0.4,0.5,1,0
23,18.34651,75.99535,8,0,0.85,0.15,1,0
35,20.28265,77.24477,2,4,0.65,0.25,2,1
9,21.08089,74.74703,7,6,0.6,0.3,1,0
5,19.00605,75.75756,3,2,0.85,0.15,2,1
30,17.68578,73.99547,3,0,0.4,0.55,2,0
1,19.00553,74.7036,6,8,0.7,0.2,1,1
25,19.40329,76.89094,10,8,0.75,0.25,1,0
20,19.21896,77.38195,1,6,0.7,0.3,2,0
33,19.0994,73.23888,1,6,0.15,0.7,2,0
17,19.21637,72.73849,8,1,0.1,0.8,1,1
7,20.71566,76.10982,8,1,0.6,0.25,1,1
2,20.56844,77.05296,5,7,0.6,0.3,3,1
19,21.12682,79.14145,2,3,0.4,0.4,2,0
26,18.61911,73.76264,10,5,0.4,0.5,1,1
28,16.95805,73.49756,8,0,0.1,0.7,1,0
12,19.69398,77.11241,8,0,0.7,0.2,1,0
12,19.80999,76.95628,10,2,0.7,0.2,1,0
19,21.02476,79.10681,5,4,0.4,0.4,3,0
10,19.99261,80.075,11,5,0.2,0.7,2,1
36,20.48169,78.19622,7,3,0.6,0.35,1,1
4,19.87844,75.25426,6,0,0.8,0.2,1,1
30,17.76473,74.02713,6,5,0.4,0.55,1,0
26,18.52453,73.90454,5,8,0.4,0.5,3,1
26,18.69061,73.65392,8,8,0.4,0.5,1,1
23,18.33223,76.08273,4,8,0.85,0.15,3,1
21,21.19783,74.23855,2,2,0.5,0.4,2,0
10,20.12099,80.11967,5,7,0.2,0.7,3,0
9,20.93455,74.60092,12,8,0.6,0.3,2,1
30,17.66335,73.98357,10,6,0.4,0.55,1,0
32,17.51446,75.89573,11,6,0.9,0.1,2,0
35,20.15655,77.04345,12,0,0.65,0.25,2,1
31,16.47478,73.7953,1,5,0.1,0.6,2,0
13,21.18285,75.37851,9,6,0.65,0.35,1,0
3,20.82996,77.74541,3,3,0.5,0.3,2,0
35,20.12577,77.1571,11,6,0.65,0.25,2,0
27,18.55765,73.10603,5,8,0.15,0.65,3,0
36,20.54325,78.10646,10,7,0.6,0.35,1,0
6,21.27347,79.48903,12,8,0.2,0.6,2,0
7,20.50017,76.33622,10,8,0.6,0.25,1,0
12,19.6356,77.26984,3,7,0.7,0.2,2,0
25,19.40133,76.75937,7,7,0.75,0.25,1,0
23,18.00431,76.19931,11,6,0.85,0.15,2,0
22,20.0895,73.86687,12,6,0.5,0.4,2,1
17,19.13462,72.95574,4,3,0.1,0.8,3,0
24,19.89119,72.85154,11,0,0.2,0.6,2,1
23,18.29209,76.14235,10,0,0.85,0.15,1,1
27,18.36888,73.15248,3,5,0.15,0.65,2,1
16,18.45469,76.71416,8,7,0.8,0.15,1,0
9,20.70788,74.84615,2,7,0.6,0.3,2,0
10,19.98885,80.06133,8,3,0.2,0.7,1,0
17,18.99874,72.74096,8,7,0.1,0.8,1,0
1,19.20417,74.7233,3,5,0.7,0.2,2,1
15,16.55727,74.41803,4,6,0.2,0.7,3,1
34,20.81854,78.7085,4,3,0.5,0.35,3,1
19,21.12125,79.2833,8,7,0.4,0.4,1,0
19,21.21384,79.23263,9,0,0.4,0.4,1,0
32,17.80185,76.04995,3,4,0.9,0.1,2,0
30,17.804,73.98183,10,1,0.4,0.55,1,0
19,21.06926,78.94965,7,7,0.4,0.4,1,0
11,21.37516,80.29425,9,0,0.2,0.65,1,0
7,20.63467,76.02264,12,6,0.6,0.25,2,0
4,19.84193,75.16523,12,0,0.8,0.2,2,0
18,18.95149,72.94202,8,8,0.1,0.75,1,0
29,16.90522,74.62131,7,4,0.6,0.5,1,1
22,20.19044,73.80534,3,6,0.5,0.4,2,1
21,21.36315,74.11377,7,2,0.5,0.4,1,0
12,19.77139,76.96716,7,2,0.7,0.2,1,0
25,19.42453,76.66947,4,1,0.75,0.25,3,0
3,21.1277,77.61728,10,7,0.5,0.3,1,0
1,19.23417,74.75281,6,6,0.7,0.2,1,0
20,19.09557,77.13462,2,5,0.7,0.3,2,0
16,18.32479,76.72238,5,4,0.8,0.15,3,1
19,20.98467,79.2349,3,7,0.4,0.4,2,0
2,20.54221,77.02472,5,4,0.6,0.3,3,0
35,19.92597,77.28409,5,8,0.65,0.25,3,0
34,20.66748,78.67087,3,8,0.5,0.35,2,0
16,18.56089,76.37991,7,1,0.8,0.15,1,1
8,19.90464,79.47298,1,6,0.3,0.5,2,0
11,21.28516,80.15134,6,8,0.2,0.65,1,1
11,21.6425,80.17349,3,7,0.2,0.65,2,0
11,21.44764,80.17072,12,5,0.2,0.65,2,0
28,16.99948,73.50298,6,4,0.1,0.7,1,1
33,19.25461,72.99579,11,0,0.15,0.7,2,0
7,20.47146,76.18995,6,1,0.6,0.25,1,0
24,19.86488,72.95734,3,3,0.2,0.6,2,0
10,20.20063,79.85628,2,5,0.2,0.7,2,1
31,16.28891,73.54481,10,8,0.1,0.6,1,0
25,19.14354,76.94656,6,0,0.75,0.25,1,1
28,16.85724,73.17572,6,7,0.1,0.7,1,0
22,19.97758,73.90173,11,6,0.5,0.4,2,0
29,16.99906,74.60708,6,1,0.6,0.5,1,0
11,21.34527,80.0467,3,7,0.2,0.65,2,1
35,20.2542,76.95686,1,3,0.65,0.25,2,0
23,18.21155,76.04884,6,6,0.85,0.15,1,0
12,19.66048,76.95823,12,3,0.7,0.2,2,1
16,18.38575,76.56645,3,2,0.8,0.15,2,1
32,17.71982,75.8261,6,6,0.9,0.1,1,0
23,18.19289,76.14736,2,0,0.85,0.15,2,0
10,20.26659,80.00701,6,7,0.2,0.7,1,0
5,18.92856,75.91964,9,5,0.85,0.15,1,1
20,19.1272,77.23094,12,7,0.7,0.3,2,0
6,21.19122,79.70949,10,0,0.2,0.6,1,0
28,17.04062,73.14251,12,3,0.1,0.7,2,1
2,20.55673,76.96179,4,3,0.6,0.3,3,0
11,21.38234,80.01945,8,6,0.2,0.65,1,0
19,21.27275,79.13992,7,2,0.4,0.4,1,0
7,20.7278,75.9848,2,7,0.6,0.25,2,0
5,18.94532,75.66205,1,0,0.85,0.15,2,0
6,21.09292,79.66344,11,7,0.2,0.6,2,0
32,17.80722,75.85932,11,1,0.9,0.1,2,0
34,20.64974,78.67943,9,4,0.5,0.35,1,1
3,20.77266,77.93567,2,4,0.5,0.3,2,1
7,20.53929,76.05526,5,7,0.6,0.25,3,1
16,18.24536,76.53349,5,3,0.8,0.15,3,0
9,21.04904,74.69056,8,0,0.6,0.3,1,1
16,18.39906,76.46995,10,8,0.8,0.15,1,1
27,18.69049,73.12126,4,5,0.15,0.65,3,0
2,20.72491,77.17771,4,6,0.6,0.3,3,0
25,19.07676,76.76188,9,1,0.75,0.25,1,0
33,19.06326,73.05422,9,7,0.15,0.7,1,0
17,19.00357,72.8618,11,4,0.1,0.8,2,0
30,17.82478,73.91597,11,6,0.4,0.55,2,0
23,18.30371,76.21614,9,4,0.85,0.15,1,1
13,21.13122,75.6288,1,6,0.65,0.35,2,1
14,19.66467,76.07843,11,2,0.75,0.2,2,1
16,18.28763,76.55933,2,2,0.8,0.15,2,0
36,20.38395,78.2762,4,7,0.6,0.35,3,0
34,20.86416,78.57108,2,4,0.5,0.35,2,0
11,21.32993,80.13543,10,2,0.2,0.65,1,0
7,20.60332,76.33672,5,1,0.6,0.25,3,0
21,21.35733,74.38473,9,7,0.5,0.4,1,0
28,16.94623,73.23723,1,2,0.1,0.7,2,0
35,20.20643,77.07644,12,1,0.65,0.25,2,1
17,18.92573,73.0335,5,8,0.1,0.8,3,0
20,19.18854,77.24767,10,7,0.7,0.3,1,1
15,16.53014,74.41866,8,6,0.2,0.7,1,0
13,21.1583,75.43527,8,0,0.65,0.35,1,0
13,20.95782,75.38766,8,5,0.65,0.35,1,1
34,20.74262,78.41306,2,0,0.5,0.35,2,0
15,16.8692,74.17033,7,6,0.2,0.7,1,0
17,19.08519,72.97546,4,8,0.1,0.8,3,0
8,19.86627,79.47432,7,3,0.3,0.5,1,1
16,18.43278,76.7236,11,5,0.8,0.15,2,1
3,21.06339,77.82503,2,5,0.5,0.3,2,1
15,16.85352,74.4076,1,5,0.2,0.7,2,0
13,20.81537,75.53353,12,3,0.65,0.35,2,0
6,21.02307,79.77462,8,4,0.2,0.6,1,1
12,19.87102,76.99151,8,7,0.7,0.2,1,0
23,18.2486,76.17698,3,4,0.85,0.15,2,0
17,19.13519,73.02074,8,1,0.1,0.8,1,1
23,18.19336,76.04432,6,4,0.85,0.15,1,0
9,21.05544,74.79418,11,4,0.6,0.3,2,0
28,16.94945,73.41332,11,0,0.1,0.7,2,0
12,19.67859,77.01147,10,5,0.7,0.2,1,1
36,20.27773,78.02315,4,6,0.6,0.35,3,0
5,19.03161,75.95625,1,0,0.85,0.15,2,1
33,19.29268,72.9771,8,0,0.15,0.7,1,0
29,16.96926,74.40997,1,1,0.6,0.5,2,0
30,17.74818,74.17901,4,4,0.4,0.55,3,0
33,19.16355,73.08874,11,5,0.15,0.7,2,1
2,20.57344,77.05667,7,2,0.6,0.3,1,0
2,20.65204,76.99826,1,6,0.6,0.3,2,0
21,21.35871,74.33754,3,2,0.5,0.4,2,0
2,20.55399,76.94546,1,0,0.6,0.3,2,1
24,19.7471,72.62628,10,0,0.2,0.6,1,0
23,18.0699,75.95133,5,6,0.85,0.15,3,0
25,19.25963,76.94105,8,7,0.75,0.25,1,0
36,20.42815,78.0571,6,2,0.6,0.35,1,0
26,18.51651,73.77139,5,7,0.4,0.5,3,0
22,19.97015,73.65525,11,6,0.5,0.4,2,0
29,16.8932,74.42883,2,6,0.6,0.5,2,1
3,20.81667,77.88087,12,1,0.5,0.3,2,0
9,20.74465,74.74641,5,5,0.6,0.3,3,1
34,20.62285,78.68472,10,2,0.5,0.35,1,0
14,19.7849,75.94041,2,7,0.75,0.2,2,0
11,21.54427,80.39264,10,1,0.2,0.65,1,0
27,18.4107,72.99407,8,7,0.15,0.65,1,0
6,21.11939,79.74715,9,0,0.2,0.6,1,0
17,18.98303,72.81338,1,6,0.1,0.8,2,0
13,20.99014,75.66041,2,1,0.65,0.35,2,0
25,19.1377,76.61342,6,2,0.75,0.25,1,0
7,20.36396,76.08849,10,6,0.6,0.25,1,0
32,17.56034,76.00989,8,8,0.9,0.1,1,1
2,20.59565,77.02071,7,1,0.6,0.3,1,1
30,17.8193,74.114,11,5,0.4,0.55,2,1
36,20.22565,77.92383,7,5,0.6,0.35,1,0
29,16.82049,74.68823,11,3,0.6,0.5,2,0
25,19.41312,76.59326,12,3,0.75,0.25,2,0
10,20.32634,80.18555,4,3,0.2,0.7,3,0
24,19.55904,72.70954,12,3,0.2,0.6,2,0
35,20.27694,77.13549,11,6,0.65,0.25,2,0
13,20.97546,75.36694,9,5,0.65,0.35,1,0
33,19.33321,73.00433,7,4,0.15,0.7,1,1
16,18.43305,76.48677,3,5,0.8,0.15,2,0
34,20.86006,78.65669,11,1,0.5,0.35,2,0
20,19.06918,77.18304,5,8,0.7,0.3,3,1
19,21.19333,79.03486,6,3,0.4,0.4,1,0
6,21.23023,79.59246,1,1,0.2,0.6,2,0
31,16.36457,73.76684,11,0,0.1,0.6,2,0
23,18.11775,76.09929,9,8,0.85,0.15,1,0
10,20.34015,79.89742,4,3,0.2,0.7,3,0
25,19.46344,76.9207,4,8,0.75,0.25,3,0
34,20.56707,78.79736,10,1,0.5,0.35,1,0
17,19.1755,72.69184,4,0,0.1,0.8,3,0
28,17.08846,73.13024,7,0,0.1,0.7,1,0
6,21.18859,79.58668,12,6,0.2,0.6,2,0
25,19.30451,76.84968,1,4,0.75,0.25,2,0
3,20.91786,77.58064,9,7,0.5,0.3,1,0
23,18.31352,75.99802,4,4,0.85,0.15,3,1
2,20.77786,76.85512,1,5,0.6,0.3,2,0
33,19.26011,73.10517,12,6,0.15,0.7,2,0
36,20.52724,77.92424,9,0,0.6,0.35,1,0
29,16.97624,74.48205,3,1,0.6,0.5,2,0
33,19.29813,73.23198,10,2,0.15,0.7,1,0
28,17.16673,73.37222,9,8,0.1,0.7,1,1
21,21.50039,74.15652,1,0,0.5,0.4,2,0
13,21.01179,75.63378,11,8,0.65,0.35,2,1
11,21.63291,80.10023,10,6,0.2,0.65,1,0
27,18.36967,72.99996,6,6,0.15,0.65,1,1
24,19.56059,72.73024,3,2,0.2,0.6,2,0
18,19.17055,72.84816,6,2,0.1,0.75,1,0
12,19.7856,77.31482,12,7,0.7,0.2,2,1
23,18.15813,75.86415,9,4,0.85,0.15,1,1
16,18.47833,76.59217,9,3,0.8,0.15,1,0
34,20.71525,78.54357,6,2,0.5,0.35,1,0
17,18.94657,73.03773,10,5,0.1,0.8,1,1
31,16.43114,73.77744,10,3,0.1,0.6,1,0
13,20.94648,75.60439,10,6,0.65,0.35,1,0
10,20.24109,80.02062,10,5,0.2,0.7,1,1
6,21.16552,79.48571,12,8,0.2,0.6,2,1
2,20.64218,77.01529,8,8,0.6,0.3,1,0
13,21.10065,75.60819,9,8,0.65,0.35,1,1
31,16.17923,73.70574,1,8,0.1,0.6,2,0
18,19.14339,72.98472,12,0,0.1,0.75,2,0
25,19.1046,76.59278,9,0,0.75,0.25,1,0
9,20.84558,74.90924,9,7,0.6,0.3,1,0
28,17.18377,73.45168,2,2,0.1,0.7,2,0
20,19.03323,77.17067,5,1,0.7,0.3,3,0
22,19.93,73.60941,10,7,0.5,0.4,1,0
29,16.94218,74.67168,9,8,0.6,0.5,1,1
13,21.17552,75.53093,1,2,0.65,0.35,2,0
17,19.19928,72.76114,4,6,0.1,0.8,3,0
7,20.56653,76.02848,9,5,0.6,0.25,1,0
14,19.86822,76.03133,6,6,0.75,0.2,1,0
1,19.08291,74.55985,12,7,0.7,0.2,2,0
6,21.22355,79.79411,1,4,0.2,0.6,2,0
34,20.58449,78.41274,8,3,0.5,0.35,1,1
2,20.84719,77.09876,3,8,0.6,0.3,2,0
10,20.06402,80.12357,3,1,0.2,0.7,2,0
21,21.43299,74.26818,7,7,0.5,0.4,1,0
35,20.09485,77.12134,11,4,0.65,0.25,2,1
10,20.27243,79.99529,2,2,0.2,0.7,2,0
19,20.9934,79.06134,12,5,0.4,0.4,2,0
14,19.89337,75.74623,12,3,0.75,0.2,2,0
28,16.8718,73.2763,4,8,0.1,0.7,3,0
25,19.14808,76.62732,2,5,0.75,0.25,2,1
8,19.84058,79.11681,7,1,0.3,0.5,1,1
1,18.93385,74.73596,8,0,0.7,0.2,1,0
20,19.19757,77.13216,2,0,0.7,0.3,2,0
17,19.02978,73.07591,9,8,0.1,0.8,1,1
10,20.30801,79.81379,5,7,0.2,0.7,3,0
32,17.53716,75.79279,7,2,0.9,0.1,1,0
3,20.76328,77.66411,2,7,0.5,0.3,2,0
27,18.32478,73.18048,6,6,0.15,0.65,1,0
18,19.08744,72.68772,3,7,0.1,0.75,2,0
5,18.80391,75.87724,4,8,0.85,0.15,3,0
17,19.02468,72.97529,2,3,0.1,0.8,2,1
25,19.17838,76.87218,9,8,0.75,0.25,1,1
36,20.33367,78.07334,10,1,0.6,0.35,1,0
22,19.98126,73.75147,2,1,0.5,0.4,2,0
15,16.83473,74.21025,11,4,0.2,0.7,2,1
16,18.46615,76.74509,4,8,0.8,0.15,3,0
36,20.54528,78.19779,11,2,0.6,0.35,2,0
17,19.23856,72.85937,4,5,0.1,0.8,3,0
20,19.25858,77.12913,6,6,0.7,0.3,1,0
23,18.34673,76.0971,9,2,0.85,0.15,1,0
16,18.35679,76.61837,2,6,0.8,0.15,2,0
16,18.58373,76.67945,10,2,0.8,0.15,1,0
32,17.63641,76.05214,3,7,0.9,0.1,2,1
29,16.88749,74.55065,1,8,0.6,0.5,2,1
12,19.64452,77.18315,12,8,0.7,0.2,2,0
16,18.49062,76.64441,4,0,0.8,0.15,3,1
19,21.21006,79.23467,9,1,0.4,0.4,1,0
36,20.4143,78.02322,6,7,0.6,0.35,1,0
10,20.07837,80.08549,4,0,0.2,0.7,3,0
17,19.11058,73.05356,7,2,0.1,0.8,1,0
3,20.78993,77.72766,11,0,0.5,0.3,2,0
31,16.26656,73.81036,4,1,0.1,0.6,3,1
19,21.34414,79.12524,9,2,0.4,0.4,1,0
5,19.1529,75.90935,10,5,0.85,0.15,1,1
26,18.48762,73.92299,12,7,0.4,0.5,2,0
20,19.15114,77.23564,1,2,0.7,0.3,2,0
17,19.25355,72.69494,2,0,0.1,0.8,2,0
5,18.96105,75.60978,5,7,0.85,0.15,3,1
27,18.42597,73.06851,12,1,0.15,0.65,2,1
18,19.01746,73.05279,7,0,0.1,0.75,1,1
36,20.32143,77.93074,9,5,0.6,0.35,1,1
36,20.546,78.29125,1,5,0.6,0.35,2,0
29,17.00459,74.50175,5,8,0.6,0.5,3,1
12,19.57394,77.05253,4,2,0.7,0.2,3,1
34,20.64952,78.63574,3,2,0.5,0.35,2,1
6,21.24165,79.6466,2,5,0.2,0.6,2,0
12,19.60163,77.32834,5,0,0.7,0.2,3,1
4,19.8922,75.45654,2,8,0.8,0.2,2,1
21,21.47729,74.14589,12,4,0.5,0.4,2,0
22,19.96485,73.60375,2,3,0.5,0.4,2,0
8,20.09399,79.17105,6,4,0.3,0.5,1,0
23,18.27803,76.06687,1,0,0.85,0.15,2,1
21,21.19948,74.24488,6,2,0.5,0.4,1,0
32,17.71734,76.05612,7,2,0.9,0.1,1,0
3,20.91891,77.56172,7,3,0.5,0.3,1,1
2,20.6398,77.14279,11,5,0.6,0.3,2,1
1,19.20681,74.93735,9,8,0.7,0.2,1,0
32,17.66646,76.02361,10,7,0.9,0.1,1,0
3,20.91393,77.63407,5,7,0.5,0.3,3,1
28,16.94275,73.43395,1,1,0.1,0.7,2,0
34,20.76481,78.46306,3,8,0.5,0.35,2,1
15,16.56068,74.26678,11,2,0.2,0.7,2,0
25,19.09047,76.86,2,0,0.75,0.25,2,1
27,18.32979,73.12505,10,1,0.15,0.65,1,1
2,20.59132,76.83716,3,1,0.6,0.3,2,0
19,21.19828,79.24283,12,1,0.4,0.4,2,0
25,19.09793,76.79268,11,4,0.75,0.25,2,1
33,19.06744,73.09288,5,4,0.15,0.7,3,0
31,16.30717,73.82188,8,5,0.1,0.6,1,0
20,19.20819,77.12791,3,6,0.7,0.3,2,1
29,16.99952,74.68131,5,7,0.6,0.5,3,1
35,20.09677,77.13782,4,7,0.65,0.25,3,0
17,18.97362,73.01205,7,8,0.1,0.8,1,1
4,19.88472,75.42717,8,3,0.8,0.2,1,1
23,18.34303,75.86278,3,0,0.85,0.15,2,0
10,20.14913,80.19569,7,7,0.2,0.7,1,0
3,20.78324,77.88987,10,7,0.5,0.3,1,0
11,21.65033,80.22314,6,1,0.2,0.65,1,1
4,19.69251,75.31307,11,2,0.8,0.2,2,1
4,19.91343,75.29527,4,6,0.8,0.2,3,0
2,20.68585,77.05983,11,5,0.6,0.3,2,1
1,19.12274,74.82366,6,8,0.7,0.2,1,0
17,19.0648,72.69403,9,5,0.1,0.8,1,0
3,20.88286,77.88333,2,7,0.5,0.3,2,1
14,19.91067,76.04034,5,8,0.75,0.2,3,0
11,21.36747,80.04849,1,6,0.2,0.65,2,1
35,20.14728,77.16813,4,8,0.65,0.25,3,0
8,19.81242,79.38666,12,6,0.3,0.5,2,0
21,21.39992,74.11182,8,5,0.5,0.4,1,0
14,19.82861,76.05523,2,2,0.75,0.2,2,0
4,19.78211,75.4258,1,5,0.8,0.2,2,1
26,18.70477,73.99288,4,4,0.4,0.5,3,0
22,19.96605,73.85903,6,5,0.5,0.4,1,1
28,16.95093,73.40299,11,5,0.1,0.7,2,1
7,20.36498,75.9881,9,4,0.6,0.25,1,1
31,16.39132,73.63545,4,0,0.1,0.6,3,0
26,18.45855,73.87673,10,5,0.4,0.5,1,1
2,20.71935,77.15359,10,7,0.6,0.3,1,0
35,20.09551,77.02232,5,6,0.65,0.25,3,0
34,20.82301,78.45422,11,3,0.5,0.35,2,0
32,17.52891,75.80144,12,0,0.9,0.1,2,0
30,17.49007,73.86504,2,3,0.4,0.55,2,0
23,18.29864,76.18458,10,4,0.85,0.15,1,1
30,17.66188,74.09162,5,7,0.4,0.55,3,0
36,20.2668,78.03503,10,0,0.6,0.35,1,1
6,21.31564,79.7315,7,3,0.2,0.6,1,1
26,18.69105,73.90874,1,3,0.4,0.5,2,0
16,18.26684,76.3646,5,7,0.8,0.15,3,1
18,19.06399,72.67641,1,6,0.1,0.75,2,1
2,20.71264,77.15619,1,5,0.6,0.3,2,1
30,17.59786,73.83906,4,6,0.4,0.55,3,0
30,17.63986,73.80673,12,0,0.4,0.55,2,0
34,20.56269,78.63524,6,2,0.5,0.35,1,0
26,18.62542,74.01606,5,0,0.4,0.5,3,1
26,18.52649,73.99926,9,4,0.4,0.5,1,1
4,19.92543,75.3759,11,8,0.8,0.2,2,0
6,21.01913,79.83622,1,4,0.2,0.6,2,0
22,19.98216,73.77154,4,5,0.5,0.4,3,0
13,20.99849,75.72011,2,5,0.65,0.35,2,1
26,18.52231,73.91018,2,0,0.4,0.5,2,0
32,17.68975,75.8642,9,5,0.9,0.1,1,0
3,20.96878,77.66635,1,0,0.5,0.3,2,0
28,17.07164,73.38308,8,5,0.1,0.7,1,0
20,19.08074,77.16131,10,8,0.7,0.3,1,0
12,19.67362,77.19395,3,5,0.7,0.2,2,1
10,20.23745,79.91838,1,1,0.2,0.7,2,0
3,20.8823,77.68316,8,4,0.5,0.3,1,1
8,20.08658,79.39973,12,2,0.3,0.5,2,1
18,19.24625,72.74168,8,5,0.1,0.75,1,0
6,21.25981,79.57039,10,2,0.2,0.6,1,0
27,18.52192,73.06493,2,3,0.15,0.65,2,0
9,20.73882,74.74306,8,8,0.6,0.3,1,1
14,19.78683,75.86838,10,6,0.75,0.2,1,0
4,20.0398,75.36894,4,3,0.8,0.2,3,0
36,20.43915,78.02385,2,2,0.6,0.35,2,0
1,18.90492,74.66823,10,6,0.7,0.2,1,0
13,21.17664,75.72846,6,5,0.65,0.35,1,1
35,20.14116,76.957,6,0,0.65,0.25,1,1
15,16.66966,74.13687,7,5,0.2,0.7,1,0
20,19.16097,77.23978,10,8,0.7,0.3,1,1
27,18.68698,73.27027,9,4,0.15,0.65,1,1
11,21.33728,80.34726,12,5,0.2,0.65,2,1
15,16.86338,74.24956,6,0,0.2,0.7,1,0
2,20.86835,77.0978,6,0,0.6,0.3,1,0
7,20.66168,75.98264,9,5,0.6,0.25,1,0
34,20.71448,78.74101,11,3,0.5,0.35,2,0
36,20.3988,78.16317,5,8,0.6,0.35,3,0
21,21.3312,74.32902,10,0,0.5,0.4,1,0
16,18.44071,76.75946,10,8,0.8,0.15,1,0
24,19.59285,72.58904,1,0,0.2,0.6,2,0
28,16.89193,73.42186,9,3,0.1,0.7,1,1
25,19.41523,76.68726,8,0,0.75,0.25,1,1
30,17.87151,73.96636,10,2,0.4,0.55,1,1
4,19.99906,75.39937,7,5,0.8,0.2,1,0
25,19.41442,76.65628,1,8,0.75,0.25,2,1
17,19.25641,73.02854,7,7,0.1,0.8,1,0
4,19.87695,75.15213,11,8,0.8,0.2,2,0
24,19.86033,72.85734,2,1,0.2,0.6,2,0
17,19.17954,72.92575,2,0,0.1,0.8,2,0
34,20.69804,78.77219,2,7,0.5,0.35,2,1
18,19.07798,72.87691,4,0,0.1,0.75,3,0
