district_code,crop_code,season_code,area_hectares,irrigation_type,sowing_month,historical_yield_avg,rainfall_deviation,yield
6,21,2,9.42923343581195,0,8,19.607759500487624,-14.158747026079546,6.183352542363543
18,25,1,11.559708652769478,6,4,26.754175780457526,30.597791203650317,13.073982017534084
21,7,1,18.037118475858858,4,5,31.937763356030906,45.54059429902169,6.7499412587183025
36,24,1,19.413548684535897,2,7,29.135385858028016,-24.47579638910703,7.770815319599828
34,1,2,12.87183622523426,3,7,38.05249750315671,35.74110460849093,28.251845331201867
17,27,2,15.399084002122548,2,7,15.993030046294225,27.356137014393852,13.093122405094812
25,18,2,2.1342644529997035,0,8,21.99487189628507,17.11849002004672,20.56187115658918
12,24,1,3.6339539053843595,0,11,16.427152530949527,-11.50794554390864,5.320978456006658
23,28,2,14.797493696583043,6,5,19.865105750537488,-39.01379045555401,5.372279064026891
22,25,3,8.911626399566037,2,1,18.099583396138268,-1.6103172080073023,9.58357852242251
21,20,1,9.19632277288591,1,11,33.316540675505784,-39.433337022250946,107.16456107138178
27,12,2,6.517849791891014,3,9,24.23439853235995,0.014722687832517067,126.51486635373224
31,16,4,12.343449477816003,2,9,38.12610678007552,32.02932707755697,59.052707430264995
6,10,1,4.11071838561595,0,7,15.584443042301764,49.763813440096314,140.7758355357437
27,27,2,12.724867446620964,3,12,31.32310462360445,-30.199128850689107,9.737396098370759
34,10,1,3.8890777141371737,3,6,39.26362000663721,-29.214195765297756,195.43327948114649
12,14,2,1.7446076768394152,0,5,19.395967995250466,31.088333191906912,217.8850605000315
7,25,1,6.94197492963169,6,5,26.060805757139548,-3.0941367702790075,9.36473286384808
10,20,4,5.00723666919203,0,3,32.54724727925685,41.58045960318819,114.83912255274335
17,10,2,17.83533695184848,1,10,30.828449983079196,26.899623758121436,204.00264461900878
26,10,3,1.5715923504382188,0,1,29.150678264141767,23.642776473019225,108.52124546801029
21,26,2,3.9439670051953954,2,6,23.16890317636013,-39.80462913453432,6.52232969168804
28,25,2,11.200032308869464,1,8,33.20499883832253,-46.412443482590994,8.924605684637907
2,11,2,9.880810221525735,1,2,31.331381926708406,-18.323718034013858,99.27975880736969
1,23,3,1.39411435830668,4,8,19.070007136093786,-28.27016391510464,7.7651918013122945
36,2,4,0.6414223462953172,0,8,39.102268282642406,21.230888592851315,22.48446369089333
26,25,2,19.767324868242422,3,10,28.891822723502987,-4.926627583394961,11.115860171277951
29,20,4,13.347276656997344,2,8,28.13654002589754,2.314637462891902,158.0649607398684
21,8,2,7.625419552580358,6,10,36.20591693968674,31.374148287189897,25.815323638711487
11,23,2,9.673428829433206,2,3,31.010337765724415,-2.149531823429065,9.094188366941536
11,7,2,5.697727348858596,0,10,16.861982165159382,4.492632080539913,2.400587643328176
36,8,1,7.22503878201759,0,8,27.664734344756496,34.232026640802204,9.352067533891653
35,1,1,13.156367111730173,4,11,34.514912322350334,-6.866419069248721,22.393042102551163
34,21,1,17.714830077913728,4,12,32.49950300442228,-41.6873292086401,11.548606596481928
24,2,2,4.090535450083105,0,12,39.269218103568676,2.1705209592982513,25.306939981366014
22,18,1,16.887049355013716,2,4,15.622906992148275,7.936168423284748,23.34608781570087
5,15,2,2.870354275606247,1,3,21.530473916010045,1.1796804312993032,89.15413189807693
33,1,4,4.692348359973629,6,11,28.728911407060636,-24.19504827818826,22.18781679342457
36,5,1,1.2249181169680967,5,9,30.487244975518728,-27.6309931747872,23.025112688698545
20,2,2,3.2458313108134895,6,8,21.858899647693605,-13.024362806815844,30.721998058446665
19,20,1,18.387411336548986,4,10,35.6700416593966,-33.37712614963202,175.48478928883983
35,3,1,9.459055559058383,5,2,19.108694822900322,16.602367927383483,14.335418410757304
17,19,3,2.014484304677894,0,8,15.021227740542953,11.467490127964432,153.68748626954203
34,18,2,19.214673341759745,4,11,38.809784959403245,13.239561567878368,36.54532167752547
9,22,3,17.640350001293676,3,11,24.788919860752493,-27.520250686005877,12.615560585489579
26,18,1,15.216309156928755,6,3,38.937245023902335,-25.347098579611593,16.250764872303186
2,14,2,18.70271944297738,2,10,21.9482900086306,28.739025911875018,346.5088536099406
9,24,1,4.792523706297401,0,12,16.586215878280647,19.011177255851536,6.06004806709418
9,8,1,16.809201213696685,2,6,34.31299011382558,37.517984916754116,15.207056269730323
17,12,1,13.95482832890897,3,5,35.89548829564245,-9.649428222320466,96.48236214116987
1,21,1,17.460305366569923,0,8,27.302172471190897,4.7327832097752704,8.526661693194198
25,10,1,16.03977553198128,1,9,16.846258504446617,23.877770593041348,229.1040199000988
25,23,1,7.256653731948087,2,11,31.353351874333445,47.415496903255644,9.285307410783187
35,20,4,15.600771471836484,1,7,19.55359936187893,48.96318128456957,261.81194114649725
3,17,1,5.617897908205361,1,6,36.234538703907106,49.91754124782804,58.10921283020606
30,11,1,6.907547179047069,0,6,21.85057798855478,39.05264830648065,86.58584857403117
34,2,1,2.604161485848035,5,1,36.19265975784819,13.965081913707799,30.361973600801328
12,26,2,18.733994011619142,3,5,25.673113547337984,-49.302904921054726,6.815266271330093
19,26,1,6.17456558630549,0,8,29.912195981203766,19.95437632777562,7.50957330805794
17,4,3,10.65213807084331,3,6,34.73906292052416,-26.14004838630588,9.447036844276305
10,1,4,8.130990311090756,3,12,16.010981074573284,-44.283285268975625,16.45112732230742
12,15,1,19.21859835137828,0,1,35.52915015474462,19.718442894513615,67.6108285863444
16,13,2,7.033458833300407,1,5,18.466201044137442,25.601092717619338,98.26873378063071
24,8,1,15.681643517742437,2,11,23.96045888007466,15.943312016774954,19.92212047300925
19,25,2,17.18061501530801,1,12,26.819525752776578,-13.483021618374366,10.74466533243266
8,4,2,8.994326700878835,3,5,37.38566459171572,1.10041240791233,11.387279035631595
31,10,1,7.874350381832159,1,12,15.561015697389777,43.494762699574736,211.21705353771782
21,19,1,15.081043508186246,0,3,28.980065207419635,22.961096597694223,156.6120406345134
17,18,2,18.301471615971565,6,8,31.063062501559862,0.4684233499335875,22.34503067080831
23,5,2,15.221168794908646,0,9,22.914557727476836,9.34491519510722,15.232683922030033
16,19,1,4.928964129041379,3,6,22.262169282736494,42.76835983463563,257.938178724275
6,26,2,17.822001075035253,0,6,27.261728962761687,-10.621747773032254,5.75995954013297
8,23,2,8.057842515018244,0,2,19.677510446616814,-39.81562845139097,4.413790080664554
25,27,3,11.736473529669718,1,10,26.70297324012398,-17.41737582969286,9.468586941506898
18,22,1,16.712994576207866,0,2,34.12563308725369,-8.479978526371355,8.105185740897932
25,16,3,4.173697964309598,1,6,36.134887604012874,-22.703613013951173,41.58930106609566
12,1,2,15.797947645712286,0,12,24.629034622472517,2.8972405250050315,14.830238267035726
15,12,1,12.12517455925821,2,8,30.43254282859214,-19.514212485392267,89.05703477316375
26,24,2,17.92016201563836,3,2,15.000512949022374,-39.68204146176174,5.9034017821185625
26,2,2,3.8534228359490874,0,9,28.758812091786307,-31.19314863939493,23.271323171068794
32,21,4,8.703303622298105,4,12,39.380907634812246,41.81560834231391,14.92116021650351
10,25,1,16.74044031090333,0,9,22.806625679030283,12.959562910086028,7.448145203360089
16,8,2,0.8750182174068234,0,4,29.86940310523115,-18.56912872369496,14.182972258813674
7,18,1,2.6879266519300358,3,4,34.05709144114033,-13.308208749956009,26.748949667280325
17,25,4,19.816021648756326,1,4,30.223325524741064,-0.661682859097489,10.89875363619546
23,16,1,5.967686482511835,1,11,25.462499261670985,17.313003356270514,67.0734848606165
26,5,4,19.523092277617092,0,5,18.814389332738287,8.217988984377001,19.94186948890312
21,26,4,4.0593652446691415,4,8,26.59253493645577,43.26981245629415,9.743449917735456
22,22,1,7.541341638643044,2,2,22.36960522946479,12.574882657230944,12.238396553025831
7,13,3,15.180954167819626,0,11,32.398007219032436,41.079197960494156,61.63294808171688
14,19,4,13.32667894114448,1,5,26.047819192861915,-49.45698408354347,153.68987088363744
15,3,1,11.831886798616583,4,2,36.24699411518304,39.05594719219464,23.082650464360125
7,26,2,10.833033928197647,2,11,19.83306092232941,22.14585879660443,10.896401792954833
9,8,2,16.947088651462433,0,11,25.44300305133934,-32.78065458879141,10.764903611287057
8,27,1,5.081496975251158,1,8,28.937624409870203,-23.69619807549489,6.249428543211073
23,26,1,9.12818307637361,0,1,18.15036690070738,4.280999916388154,5.213664894568933
29,26,1,3.531319697050917,2,7,29.697751945862223,-37.50618446494571,6.48965462718337
18,12,1,12.120861116748735,4,3,22.273035133189403,28.53682691120457,122.00149414770091
31,2,2,5.3856162732907435,1,4,20.73842950371649,29.117386622242662,33.574533686720294
30,11,1,7.0099202546960235,1,8,18.54776849323362,-19.905101134491833,114.28020730395646
35,12,3,9.689388974158799,5,3,23.74704814083778,-43.0182995027204,82.7553592611123
18,28,2,1.022026421210993,2,12,38.22456037985516,48.88474592335746,11.022308357068379
17,18,1,2.2927897504563344,2,7,15.775146483276462,-24.927112075567514,19.67831275143443
14,13,2,13.875619803810283,0,12,36.30390520769848,-43.24413486826549,51.932173142224094
31,5,2,8.86491462399139,2,1,24.93402244462852,-17.003504061644428,29.291333088043064
24,22,4,17.36340932899796,2,9,29.040040968159616,46.90032621742931,15.753389482485634
35,12,1,14.046104071061889,1,6,27.820307423134288,29.292761275199496,164.17916653728082
34,2,1,0.6579683621227876,6,3,38.14350654018084,-1.9666920189856612,31.574485282722392
3,5,4,12.52589044995913,4,7,34.25323173014284,-19.466957827431976,16.944231577229317
26,7,4,2.32763488816447,3,5,39.62058838319873,-7.669390145253132,4.77915859140568
23,26,2,15.728197005914637,2,8,34.86074879054243,-48.26343917693578,4.8266455964659105
15,26,3,19.83439992143079,1,8,22.397212355167184,21.83704814413359,10.705836930926818
4,24,1,10.858376487709474,0,12,39.07209198398285,-40.03557284481568,4.491338297416786
29,12,2,13.814200253785542,0,9,39.58914477019809,1.9037576874307192,62.62148373225548
22,16,1,5.127626137447655,3,6,18.077342590417487,6.58450528625697,51.05546833780434
25,23,1,9.033156003198975,1,4,37.52610459457443,-49.83102256977061,7.285852233585873
13,8,3,17.19385897860948,4,2,31.605054572329053,47.98786259774313,18.414933069058684
18,28,1,3.7647474810518986,0,3,38.049844250827846,-19.786096231111337,4.772303781506948
33,9,2,5.677944309468361,2,5,37.89347550547467,-42.277574900788416,11.29984042482201
16,15,4,9.185956668077589,2,8,37.284325779680415,35.43885582594902,91.32516708262543
2,5,1,14.388853390958273,2,12,37.13188984205947,-34.804739594865474,20.106065237680948
35,13,4,7.82973711851564,4,10,17.941155974830465,-47.504486377551146,78.90438153686544
34,5,4,18.590779455768576,6,2,18.58789270695655,-0.530932040710276,24.219690567648797
30,11,2,2.341912499740024,0,5,17.944485484424167,-37.00830142024266,83.64968049633538
13,10,1,7.730681852124526,0,9,17.27572722000713,48.242306635388076,170.808296349085
13,20,1,14.324605406854227,0,2,23.832132126849707,-48.95890133874842,105.40747775823067
18,13,2,4.906741930399103,3,8,32.09896035811606,-44.880265581136804,65.17524697273593
32,9,1,13.300056117478622,1,3,23.867315326814623,33.328396639896894,13.046369992912492
32,21,1,3.702230685433246,3,8,33.007508331877375,-26.02483039619741,12.962204102847862
35,14,4,1.5916155548028845,1,4,35.50707812550507,41.15967533839442,502.98665712564286
29,18,1,2.859806476598653,2,4,31.655368503660426,-18.88629465250402,26.147728869627922
29,15,2,18.634703271115626,3,12,26.627618157074217,-43.02173486395942,98.10176903432846
16,10,1,11.259142217321251,2,7,22.387935989773922,-48.94082009584644,137.22668624381626
10,24,2,16.028742621853155,2,5,18.11008406138077,-21.743272294282413,5.854727832693809
30,7,4,6.986762767648499,0,4,27.341295697784595,-2.626942450410077,3.070610201745144
25,8,1,12.05684363376621,1,7,32.98997383424744,-49.89838890739301,11.218743542700794
20,28,1,10.151566607247336,2,12,28.706080287601207,8.110720254389427,7.18162718188386
5,3,2,18.941890208344734,1,3,33.03704798226157,-16.633844132526818,13.225845345913685
1,15,2,15.077705403055152,5,9,23.380491808587518,-10.984647063758857,88.83864506538656
30,16,2,14.745581314183292,5,5,16.6699015763837,-23.85890518018934,53.619177854749815
3,4,1,1.4038887539684508,4,12,34.277448150814415,2.9045205441062834,9.904159034749691
14,21,1,11.218558545571977,1,3,20.4931027957389,-26.987737803185617,9.03689525999597
30,6,4,9.60633335108539,3,2,30.4071265059006,-36.51779138435295,458.43868148404886
4,1,4,18.592924198820793,1,7,35.10731861386833,39.06470820480449,23.075678654721365
18,4,2,5.518168769695879,0,12,18.477750046116917,-10.944501696944755,5.708336162908221
25,11,3,5.761752339176339,0,7,29.962367750331893,-42.30696497790082,70.97663632122527
1,12,2,8.521251853189257,0,12,32.234359046002346,-26.967724543366856,69.06243996921863
15,26,2,5.245709411424333,0,5,33.66327167047311,-19.00570517991832,6.916947621316607
9,5,1,3.0190863972706152,1,4,18.69166527853719,26.96463093485407,30.295255087796377
15,23,2,17.219589509690614,6,11,35.627904049484286,-47.774450547065086,5.66674314503758
24,21,2,11.386392225876358,0,2,17.35371415376175,-2.1750511521885656,8.712505609607181
4,16,1,17.296573019653053,5,2,27.98958670392018,-9.230751464328215,51.35168746982968
12,13,2,16.70712792537207,0,7,26.085317404947,46.84004016349243,77.17660841995502
6,13,3,5.999825918398587,0,10,20.54415185588883,-31.99249877033885,33.294866407515265
24,17,2,11.180880164323343,2,7,22.54826853618098,12.787074616371882,45.004937969396096
11,27,2,2.122745203431374,3,4,19.110894582222546,-29.78031149072704,11.28045694772615
13,7,4,18.34741173859979,0,4,25.643154870531333,4.842205417184097,3.4541840630420606
34,8,1,8.383122943770484,0,4,15.887773189264005,5.506323251378916,12.714722452187987
25,13,2,8.176685585835916,1,11,37.22288188240388,-42.465327014154774,78.79821423008899
7,23,3,6.403729727050088,0,2,19.087183375914883,-4.354870580276824,5.625492209398227
4,27,2,9.482943021858725,3,9,37.15044391139871,-3.884389204003689,10.748138387625541
8,16,1,5.409308037636237,2,1,36.58943500335008,-18.086332585785346,48.3482297144384
20,4,1,7.809619319537688,0,8,26.29193017894217,-22.28414463123456,6.099828491573808
29,8,3,16.098967447405194,4,6,27.443142805377306,-27.570202588379512,12.821114447265984
10,16,2,16.76798231991085,0,10,22.547838513362034,-49.405892812533025,28.73872540449963
34,21,3,6.431558313756065,3,7,39.921864999388255,-49.81837155110267,10.687773688145473
26,10,2,9.645781395779364,3,12,31.769304764755585,8.978721079059426,216.03017042039423
3,25,2,17.53948563746102,6,5,38.795207148388805,-20.85360888593125,11.09546356567849
6,12,3,1.5271299706790942,1,6,25.369921109704453,-33.21113442167996,92.18720783779904
5,12,2,17.838326758917816,2,6,37.07541448581966,18.473520551229967,120.24779967967488
5,26,1,4.774094740220468,0,9,26.205865830426674,2.89045694794455,5.493338292695078
23,5,2,13.731515262180329,3,10,36.67072180253281,41.49582768812512,37.179491777394354
9,16,3,11.859758079499706,1,4,18.27316398737149,33.10169370720031,51.35299893902369
35,1,1,11.282344589690416,1,12,30.921360669212728,22.6729191099967,31.698995381717307
20,28,1,17.257524382680018,4,11,31.96758787097867,-37.341804281498554,6.962530473748219
35,9,1,2.4806568010708947,0,12,31.404267432160687,16.608873895876258,9.033023621149121
18,12,4,7.267046493849903,4,5,26.17569045098359,19.392644293762956,118.5630100765324
17,5,1,10.99592855372293,4,4,32.0979027507699,26.333258997471063,44.81900371539932
24,22,2,16.320132651947773,2,1,20.986577520414826,-23.686727624259074,12.423237476828032
3,20,2,4.720640126527594,1,10,29.896214862427154,14.029750366375126,212.64793603174502
32,22,2,16.157131906798387,1,6,28.85587311123323,11.827845828253977,12.819068998107939
35,28,2,8.292950408631746,6,5,22.958488053260673,-11.468995018850748,7.880217737650346
13,24,1,4.183820200457061,0,4,34.47159522453073,16.350698036880786,4.159093339166246
25,3,2,15.300235588647912,2,6,17.021801636467025,-41.33044386836351,10.727386722358988
9,5,3,2.2725285787536826,3,12,19.28599153230175,14.35050211219884,26.475466197370384
4,2,3,10.537963794471137,5,5,26.778750990485946,10.601558421266645,30.158801418324202
14,14,1,1.745577785306824,3,3,37.29341744812739,-28.93755927459122,247.51191066302448
34,2,3,7.4501481755768575,2,2,29.378988863198682,31.8213619519869,31.14012895938342
11,13,2,12.220997580624656,0,6,36.051671273479826,37.441400026270315,88.05627211484475
3,7,3,11.344253059000655,1,4,27.939242978689833,-28.95160527463405,3.258293335564559
28,10,2,8.390780649140996,0,11,34.63639921527365,-42.40389157627965,78.36080726668828
29,13,2,8.866435882456257,4,10,23.14493486864063,10.357546354154948,77.21460525383122
9,16,4,4.922006290339947,3,3,35.37855792969095,-2.0082473016702167,50.505250152480166
3,26,3,9.389710474270007,3,8,25.04215176414422,-7.240577073794228,6.787492132904745
25,14,2,19.088469686556266,3,12,28.970779035296403,26.10083300436972,364.3149504541828
34,11,1,17.083831896783913,2,9,19.397037288254026,46.9662639508915,154.53717794388723
12,10,1,3.3320409469887045,0,7,38.01082560263892,-2.2336280623803333,115.55437621227028
9,6,1,1.0807253527579581,0,2,32.536477985931874,-49.3844921225225,596.3258575477018
15,4,1,18.7037240979743,0,8,36.47137047873447,9.626713453837809,7.757835560396384
25,21,1,10.771620122674578,3,11,20.19657267888581,15.396587212983931,15.405902515023854
5,1,3,10.9878375514115,0,11,16.69210888173091,32.80183059953265,15.754673832391171
11,7,1,15.724000916277186,3,5,23.43023158277537,-30.059301890388255,3.4886777272392786
34,24,2,6.6364349904908675,3,11,27.917134773873293,2.432763351893094,7.115602177602621
24,9,1,9.897197592302042,1,10,35.05924707397588,-5.286849961063453,12.996158954480572
15,8,1,19.388926806361383,0,7,24.943160387652206,16.44404611626308,8.76577638275011
8,5,1,13.606899395181939,0,5,21.748958122526453,-43.60569362968353,10.386618460889169
5,19,1,3.4980281239178255,0,2,24.31362781038451,38.40129316995248,151.35738972175332
26,10,3,3.0979215856948894,3,12,32.590185261528895,1.1157404238278374,146.7674765687991
18,11,3,4.483162787493605,0,12,23.405452423775426,37.704544496999006,81.50017255243783
6,25,1,15.450877651203992,4,12,39.479140658878535,-15.976286813686201,10.484006786321054
13,15,2,6.2598515748920125,3,4,19.37447721801849,15.352221464062737,113.56604569720838
28,6,2,0.9170825101640558,0,11,33.82740311585007,45.67251493094109,810.3176293316938
5,15,3,18.911400088360406,3,5,29.729090309560583,44.33791907097796,128.83572888825586
13,5,3,3.809411619700758,3,6,20.827390003913543,44.4102754771217,28.746959345246722
17,19,2,0.6863846298873373,3,5,33.840340928516966,-45.70531594830683,220.76513208500162
32,22,2,5.124066246474798,0,10,26.18850526394628,-9.698399902547727,9.75618456343543
29,19,3,5.083061348803607,0,11,32.059956888575506,-43.92187425522345,110.60585971633813
3,10,1,8.7291023914916,0,1,31.556431129116053,-19.052298672491762,122.64357239213538
34,12,2,18.44760171425072,1,1,17.766085831201657,-32.5421904906171,93.55466246219792
27,22,4,17.64410589669241,3,3,35.999575621543684,12.013742411189554,16.370616685943997
13,4,2,9.409443822157344,3,9,32.03687265945797,28.074615126539626,11.740676021268273
33,18,2,8.512548147340226,5,11,34.51466781591662,1.3346965263401387,33.8471111968908
6,16,2,11.3226771862596,0,2,26.194145874101718,29.547307329788254,50.08032070332992
24,8,1,5.247353233449432,0,10,19.876543042569914,-48.71867033937688,7.985846768436486
19,4,2,1.5176073433440753,3,5,23.155338093683287,32.04763646591957,9.208584944305686
16,25,2,18.81487065533853,0,9,37.5367307098564,-32.16397753111934,6.67330695459153
28,23,2,4.140630205104868,0,7,38.450465046285714,-3.9064098595226113,5.610286513654853
33,12,2,4.368814220291469,2,11,27.046659963182194,-5.7414384096831625,85.84534046761827
13,2,3,9.712976412651978,0,8,22.469889378734855,37.31555291648469,21.167612615204856
25,4,1,10.086460224386448,2,2,33.25777810271244,46.59791472839676,11.686467800293043
36,5,2,0.8594670891644679,0,5,34.149825256656875,-24.487903346246785,13.473098726843666
27,3,2,3.3851174060924287,2,9,35.386657435172864,-43.2586827406799,9.5469885301047
7,9,2,7.874018961934464,4,1,15.7770952680624,15.052178245484654,19.698996798020513
5,21,1,13.832748523455512,0,1,15.24334680991583,0.2840586753208427,8.59082056805171
31,18,2,4.954159908222749,5,10,23.928890707046314,6.570514191069442,31.299623665132952
23,11,3,8.748781701714371,2,8,18.812415444412746,-45.37297872300001,89.09372974389879
10,3,2,11.368228761971103,5,2,35.12454646285286,27.530982161794583,17.066809770675118
32,25,4,17.827553645154193,0,9,28.32109633946606,-26.764658491270232,5.80792625753169
30,23,4,6.8583747953789045,2,10,35.63370315904494,-16.506321908872287,7.554489245187622
31,2,1,3.104386184337929,1,9,19.422826918603377,-27.164628745062615,26.95249962162482
18,9,1,10.04080840500336,3,4,30.680567721545692,44.594456059205186,10.445552949314933
36,14,4,15.061071232839211,2,2,29.50430227088183,-33.127818345941485,270.1780746681786
2,4,4,2.642265262528302,1,3,23.509457520981712,23.231900401816958,12.360576558302752
14,9,1,8.781328088090728,5,10,27.927032513944035,-25.425270606146334,13.023914054981736
13,13,1,0.8468102546184268,1,1,29.725688428117962,-7.5080380891690695,84.4540710678279
29,18,1,1.154404042121397,0,3,37.237195113395536,49.606187717212265,20.69138390562998
12,15,4,9.91759058272498,2,5,16.3909596189046,-39.94232557578429,68.58055834327666
2,28,1,6.314847313943124,2,3,35.58434667061901,38.135923108657394,7.316795237753367
32,10,2,16.979592330605538,1,3,39.503909732023686,44.604989626887885,260.25961822106717
13,16,3,12.242008969465859,1,10,33.29437645271581,19.82272949292792,65.42145270866924
27,12,1,9.351692753988312,6,6,33.43367455651976,-49.00378102646765,77.03134328587288
17,20,2,8.454739735558778,3,3,20.4493574360024,32.07985840317805,267.466250448561
31,5,1,10.196286863696484,0,3,28.07683202372843,38.227192761078086,23.32957633680254
34,2,3,1.2885572086468962,0,9,32.64850800458163,48.093415688793385,19.356756658875295
24,10,1,17.909470450202868,6,2,30.057025108823005,33.93157477500958,183.53954073605857
35,1,2,19.966911536812187,3,1,24.62829017791952,-5.441303269347884,27.18631098093157
6,7,2,4.038998934744624,5,10,38.50296025139387,18.864967669392968,5.649690616917312
19,26,1,2.847467813105085,0,8,27.84966853469684,-1.4871488042660275,6.242558431935782
30,17,1,3.299760537247607,3,3,39.24689663588821,-14.698165047728693,39.78159739317912
7,16,2,13.39002763557016,3,7,29.09689203756058,12.642649315072127,49.62032651259554
10,27,1,13.398096349790107,0,2,34.83458616707319,26.98324396417759,8.1590871730518
32,27,3,17.034521164429012,2,11,33.550577578845505,13.590078667819313,10.550667153299587
34,24,3,15.16061457431194,2,11,31.520594379823166,32.65783676462115,4.881484186719197
28,3,2,9.268948630702125,1,12,15.361521143845273,-32.36250253999266,12.45326703080221
15,14,2,12.450679550523716,4,8,16.935728762507622,-12.630544839684056,398.13949995746424
30,10,2,13.921551072176154,4,9,29.537107205116044,-18.74141872657701,234.27586302497784
29,22,3,10.49836117056189,4,8,37.79453554338208,-30.587286033220153,14.663362540749736
22,7,2,9.775194196806915,4,8,30.02854167157112,-5.68256725146491,4.587648866549856
4,26,1,13.079400190031738,1,8,20.899899895945808,44.787287286466665,10.665474986142172
20,17,1,11.370753705025248,1,7,23.005460040388677,3.8008291707162343,34.899807005765524
32,6,2,13.056874954050251,4,2,30.578996852006796,-21.35951232963548,1042.2307418879707
36,23,2,12.450668092285595,1,8,29.926361640375433,-14.593938169696251,9.582966200143648
4,22,2,14.524332930016266,0,5,38.892572755377614,11.307571171712773,11.064355648899282
27,4,1,13.034668421266083,2,6,28.227114100188725,-14.72532581869197,10.092756577613367
17,17,2,10.634978485526712,0,4,23.875372049330988,3.834672292066898,32.75461989853788
12,27,1,13.795037820045538,3,1,28.124818918535453,-22.584010654717268,7.781147402940176
22,9,1,9.264898321115847,0,5,34.65584958177004,-15.406872909981416,10.119966985561652
17,4,2,5.2125889064657205,0,3,28.509095144596916,20.572785883635987,7.085450354895025
10,7,1,0.5276552926113515,6,9,23.151313757192845,8.461835164388752,3.1276463837023547
1,23,2,11.419300869343942,3,4,23.465526277626964,-40.65131366866205,7.451327961141922
22,2,1,12.017776918868499,3,10,33.92029548105876,47.31825185060397,38.193341357335214
26,17,2,19.45495481312643,2,2,16.661206921532045,-45.06630770411149,30.608726930246373
18,24,2,7.548827514838373,4,4,21.86888190436281,-41.706042771833616,7.200676493214487
14,8,1,8.185598235152078,3,3,18.82593976021354,20.13860487411337,15.295627424365016
29,23,1,4.43509183617271,2,3,38.61689082993078,20.80181394308231,6.570483452832916
12,15,3,1.8754187571277772,6,5,17.252356579204463,-48.106446677322815,86.18698021327756
36,15,2,15.56968761080394,0,1,33.954590239906416,14.275389946359795,82.3522325566718
35,8,2,5.368780754616838,5,5,30.760639236729258,-46.67399852235435,13.111882857637754
12,16,1,12.37364479008574,1,8,30.82011001677428,46.07699938900271,85.38646138363119
7,19,2,13.91157419313689,2,10,34.08582567869713,19.614259383293543,220.3918761023064
29,11,2,9.68911540218713,0,12,25.012199301844838,-31.342189867904857,80.98875700504527
11,2,2,17.588866204030236,2,9,25.01858412493185,-34.18952118395809,20.79282804985986
33,23,2,9.15399939910471,2,12,22.217644555936392,6.966230272040896,5.815513092131828
6,24,1,6.05571814931442,6,1,29.94375092214152,13.351872563659903,8.971158160132285
15,17,1,17.972302697751637,6,2,38.245131302756455,33.12376298717386,55.78329923626005
32,28,3,17.30050354287415,6,2,38.099579984773285,40.332114921356165,9.18778372865821
11,26,4,3.698778967990054,0,6,32.57401680453463,-10.746655594179344,4.405210030520254
23,16,1,1.0062398579014586,6,1,37.65464427582626,34.408484237148954,48.24269182540621
26,25,2,2.2547183488176037,1,11,39.08797070889421,4.238003531673385,10.708420493498469
34,15,1,6.0876742717994325,4,1,34.877623575069784,-2.941785939798038,128.05905209439163
34,13,1,19.459066133963358,0,2,25.195833223583655,19.897064605778795,41.348847533204605
29,15,1,11.391064986636088,2,12,27.08062415829263,-39.68050386553462,81.11825259326743
4,27,1,7.778603774570742,6,4,38.281423002389964,-23.461349426748747,9.036365769513514
17,4,2,17.829963844948555,5,2,31.750201881867756,31.676268541138825,13.14981950586726
35,16,2,9.336158463830742,3,4,35.51734902965438,0.40788383374089676,47.96928443819624
13,12,1,6.647153253819912,3,3,17.902850893635446,40.8043436482094,147.47576036824833
15,4,1,18.853780810540318,0,3,19.847535377266105,-41.129626611708915,4.230594190720721
29,3,3,17.06559449075722,3,9,23.60271168307422,-18.658718901995485,11.744636953406308
29,22,1,16.951533320679097,2,8,19.706016388988814,-14.44501071959634,14.926610414001
11,17,2,10.489552489479156,0,12,37.6616266162885,-7.727967727684593,26.236617719799135
32,22,1,15.894048776901371,0,12,20.422263674936794,48.682005156424836,16.07384213413569
2,18,2,3.9973905056587613,0,10,28.929592858262403,-18.933728593179833,11.92449962327144
14,25,1,11.67784767234675,3,9,17.136346753736927,1.868245296543357,12.186086341241275
20,18,1,19.68499549552714,0,1,18.87404616309672,3.6071323871001795,14.874089613963976
22,23,1,6.1736893951002525,1,12,21.185378374280123,27.079793860736658,9.305146350882168
11,28,1,15.989870420329666,1,5,39.57233503710965,1.786899408580787,6.970160115023416
27,17,2,10.064328940557312,2,12,34.926593925097805,10.573740062051066,51.16115410031519
3,12,2,1.276210822830703,3,12,31.838876469239224,25.332805076091162,106.4060359244256
17,23,1,15.378878257405514,3,4,37.90654959624504,-39.88679953200547,7.3002072910652185
28,21,1,3.7870983156461993,2,11,38.90521648419037,46.34721235249694,13.807899726463289
29,24,2,12.813734559088628,1,9,26.33932285696873,34.63041760794481,8.269541646758924
21,4,2,2.1704517839159716,1,3,23.1922362360657,-11.122738637689302,8.216915401506643
16,12,4,18.963914251171314,4,5,22.882883171356855,22.841758907374327,126.08957050006117
20,26,2,6.188615800017038,0,8,15.893227552036214,26.232510440874663,5.374116196823906
6,23,2,4.916061487709201,0,10,21.990952343158447,35.02464494156568,5.642800873475441
19,22,2,3.018159879293519,3,5,23.876149179843598,-31.168317486594788,12.940518710384572
